,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
2314,58, Private,131608,10, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2315,41, Private,110562,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
2316,58, Self-emp-inc,190541,9, Never-married, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K
2317,62, State-gov,33142,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
2318,65, Self-emp-inc,139272,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
2319,40, Private,234633,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2320,45, Local-gov,238386,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
2321,22, Private,460835,9, Never-married, Craft-repair, Own-child, White, Male,0,0,55, United-States, <=50K
2323,63, Federal-gov,97855,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
2324,39, Private,77146,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
2325,37, Private,200863,10, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
2327,56, Private,77415,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
2328,32, Private,236770,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
2329,53, Federal-gov,173093,10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1887,40, Philippines, >50K
2330,32, Private,235124,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
2331,23, Self-emp-not-inc,282604,7, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,60, United-States, >50K
2332,35, Private,199288,7, Separated, Transport-moving, Not-in-family, White, Male,0,0,90, United-States, <=50K
2333,51, Private,191659,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,65, United-States, >50K
2334,19, Private,43285,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
2335,41, Private,160837,7, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
2336,22, Private,230574,6, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
2337,23, Private,176178,9, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
2338,36, Private,116358,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
2340,45, Private,107787,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
2341,23, Self-emp-not-inc,519627,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, Mexico, <=50K
2342,21, Private,191460,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
2343,44, Private,198282,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
2344,29, Private,214858,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
2345,36, Self-emp-not-inc,64875,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
2346,18, Private,675421,5, Never-married, Handlers-cleaners, Own-child, White, Male,594,0,40, United-States, <=50K
2347,62, Self-emp-not-inc,134768,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
2348,25, Federal-gov,207342,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2349,34, Private,64830,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
2350,31, Private,220066,13, Never-married, Exec-managerial, Not-in-family, White, Female,14344,0,50, United-States, >50K
2351,37, Private,82521,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
2352,33, Private,176711,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, England, <=50K
2354,28, Private,111900,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
2356,47, Private,481987,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
2359,34, Private,158420,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
2360,26, Private,256000,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
2361,36, Private,183892,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,44, United-States, >50K
2362,28, Private,42734,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
2363,22, Private,181773,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
2364,47, Private,184945,10, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
2365,33, Private,107248,11, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
2366,34, Self-emp-inc,215382,14, Separated, Prof-specialty, Not-in-family, White, Female,4787,0,40, United-States, >50K
2367,25, Private,122999,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
2368,37, Private,758700,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,50, Mexico, <=50K
2369,36, State-gov,166606,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
2372,57, Private,205708,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
2373,55, Private,67450,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, England, <=50K
2374,20, Private,242077,9, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2375,43, Private,129573,9, Never-married, Sales, Not-in-family, Black, Female,0,0,44, United-States, <=50K
2376,54, Private,181132,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, >50K
2377,25, Private,212302,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
2378,42, Private,83411,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,1408,40, United-States, <=50K
2380,17, Private,317681,7, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
2382,63, Private,30602,4, Married-spouse-absent, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
2383,19, Private,172893,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
2384,56, Self-emp-inc,211804,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
2385,33, Self-emp-not-inc,312055,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
2386,37, Private,65390,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
2387,27, Private,200500,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
2388,36, Local-gov,241962,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
2389,30, Self-emp-inc,78530,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Canada, >50K
2390,22, Private,189950,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, <=50K
2391,35, Private,111387,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1579,40, United-States, <=50K
2392,20, Private,241951,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
2393,18, Private,343059,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
2394,25, Private,302465,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1741,40, United-States, <=50K
2395,53, Private,156843,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,54, United-States, >50K
2397,19, Private,55284,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
2398,34, Private,509364,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
2399,32, State-gov,117927,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2400,20, Private,137651,10, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
2401,70, Private,131060,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
2402,57, Private,346963,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
2403,54, Private,183611,10, Married-civ-spouse, Sales, Husband, White, Male,3137,0,50, United-States, <=50K
2404,34, Private,134737,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
2405,48, Private,36503,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
2406,42, Private,250121,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
2407,45, Private,330535,9, Never-married, Adm-clerical, Not-in-family, White, Male,3325,0,40, United-States, <=50K
2408,27, Private,387776,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
2409,51, Private,41474,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
2410,36, Local-gov,318972,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,65, United-States, <=50K
2411,33, Private,86143,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
2412,50, Private,181139,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
2413,44, Private,326232,13, Divorced, Exec-managerial, Unmarried, White, Male,0,2547,50, United-States, >50K
2414,39, Local-gov,153976,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
2415,55, Self-emp-not-inc,59469,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
2416,24, Private,127139,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
2417,35, Private,136343,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
2418,32, Self-emp-not-inc,350624,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2420,68, Private,166149,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,2206,30, United-States, <=50K
2421,29, Private,121523,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
2422,24, Self-emp-not-inc,267396,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
2423,61, Private,83045,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
2424,34, Private,160449,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
2425,55, Self-emp-inc,124137,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,35, Greece, >50K
2427,41, Private,154194,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
2428,36, Self-emp-not-inc,295127,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, <=50K
2429,60, Private,240521,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
2430,61, Self-emp-not-inc,244087,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
2431,35, Private,356250,15, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, China, <=50K
2432,42, State-gov,293791,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
2433,26, Private,44308,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
2434,44, Local-gov,210527,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
2435,31, State-gov,151763,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
2436,39, State-gov,267581,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2437,20, Private,100188,10, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States, <=50K
2438,32, Self-emp-inc,111746,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2439,32, Self-emp-not-inc,171091,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
2440,61, Private,355645,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,20, Trinadad&Tobago, <=50K
2441,54, Local-gov,137678,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
2442,23, Private,70894,12, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
2443,19, Private,171306,9, Never-married, Sales, Own-child, White, Male,0,0,3, United-States, <=50K
2444,31, Private,100997,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
2445,35, Private,63921,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
2446,29, Private,32897,9, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
2447,29, Local-gov,251854,9, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2448,25, Private,345121,6, Separated, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
2449,46, Private,86220,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
2450,35, Private,172845,11, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
2451,20, Private,171398,6, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
2452,24, Self-emp-not-inc,174391,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
2453,48, Private,207058,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
2454,37, Private,291251,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
2455,60, Self-emp-not-inc,224377,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
2456,39, Private,105813,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2457,29, Local-gov,180916,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
2458,31, Self-emp-not-inc,122749,11, Divorced, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
2459,38, Private,31069,11, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
2460,26, Self-emp-not-inc,284343,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2461,64, Private,319371,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
2462,46, Private,174224,11, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2464,39, Private,127772,9, Married-civ-spouse, Sales, Husband, White, Male,3103,0,44, United-States, >50K
2465,48, Private,80651,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,55, United-States, <=50K
2466,46, Private,62793,9, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
2467,42, Private,191712,13, Divorced, Sales, Not-in-family, White, Male,0,1590,40, United-States, <=50K
2468,39, Self-emp-not-inc,237532,9, Married-civ-spouse, Sales, Wife, Black, Female,0,0,54, Dominican-Republic, >50K
2469,50, Federal-gov,20179,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
2470,24, Private,311376,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
2471,30, Private,432565,11, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,40, Canada, >50K
2472,39, Self-emp-inc,329980,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,60, United-States, >50K
2473,29, Self-emp-not-inc,125190,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2474,23, Private,342946,7, Never-married, Transport-moving, Own-child, White, Female,0,0,38, United-States, <=50K
2476,32, Private,123429,6, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2477,69, Self-emp-inc,69209,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3818,0,30, United-States, <=50K
2478,55, Private,66356,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
2479,41, Private,195897,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
2480,44, Self-emp-inc,153132,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,52, United-States, >50K
2481,18, Private,230875,7, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
2482,74, Self-emp-not-inc,92298,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
2483,40, Private,185145,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
2484,27, Private,297296,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2486,55, Private,145214,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2487,52, Self-emp-not-inc,242341,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
2488,54, Private,240542,10, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
2489,36, Private,104772,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,48, United-States, <=50K
2491,26, Private,181666,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
2492,18, Private,415520,7, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
2493,38, Private,258761,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
2494,50, Private,88842,13, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
2496,32, Private,158438,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
2497,57, Private,206206,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
2498,20, Private,51816,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
2499,27, Private,253814,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2500,31, Self-emp-not-inc,161745,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,1980,60, United-States, <=50K
2501,60, Private,162947,3, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
2502,52, Private,163027,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
2503,61, Private,146788,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
2504,57, Self-emp-not-inc,73309,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,55, United-States, >50K
2506,59, Self-emp-not-inc,104216,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
2507,34, Self-emp-not-inc,345705,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
2508,31, Private,133770,12, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
2509,42, Private,209392,9, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,35, United-States, <=50K
2510,70, Private,262345,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,6, United-States, <=50K
2513,29, Private,490332,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
2514,27, Private,211570,7, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
2515,25, Private,374918,8, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
2516,51, Private,106728,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, United-States, >50K
2518,35, Private,174597,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2519,36, Self-emp-not-inc,233533,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
2521,46, Private,133169,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2522,52, Private,198824,11, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
2523,65, Private,174056,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
2524,43, Private,188696,11, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
2525,41, Local-gov,90692,9, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
2526,34, Private,271933,13, Never-married, Exec-managerial, Other-relative, White, Female,0,1741,45, United-States, <=50K
2527,47, Self-emp-not-inc,102359,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
2528,49, Federal-gov,213668,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States, >50K
2529,21, Private,294789,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
2530,20, Private,157599,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
2531,18, Local-gov,134935,8, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
2532,27, Private,466224,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2533,34, Self-emp-not-inc,111985,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
2534,38, Private,264627,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
2535,24, Private,213427,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
2536,34, Private,279015,10, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
2537,47, Private,165937,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
2538,27, Federal-gov,188343,9, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
2539,63, Private,158609,11, Widowed, Adm-clerical, Unmarried, White, Female,0,0,8, United-States, <=50K
2540,34, Private,193036,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
2541,25, Private,198632,10, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
2542,54, Private,175912,9, Widowed, Machine-op-inspct, Unmarried, White, Male,914,0,40, United-States, <=50K
2544,35, Private,101387,9, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
2545,24, Private,60783,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
2546,26, Private,183224,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
2547,59, Local-gov,100776,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2549,20, Private,174063,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
2550,41, Private,306495,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
2551,51, Private,249741,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
2552,27, Private,93021,9, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
2553,36, Private,49626,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
2554,25, Private,63062,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States, <=50K
2555,55, Private,320835,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
2556,22, Local-gov,123727,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,21, United-States, <=50K
2557,58, State-gov,110517,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,4064,0,40, India, <=50K
2558,43, Private,149670,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,4064,0,15, United-States, <=50K
2559,39, Private,172425,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
2560,40, Private,216116,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Haiti, <=50K
2561,46, Private,174209,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
2562,54, Federal-gov,175083,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
2563,19, Private,129059,10, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
2564,24, Private,121313,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
2566,24, State-gov,166851,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,13, United-States, <=50K
2567,29, Self-emp-not-inc,29616,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,65, United-States, <=50K
2568,56, Self-emp-inc,105582,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
2572,56, Private,117881,7, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
2573,34, Private,203408,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
2574,19, Private,446219,6, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
2575,32, Self-emp-inc,110331,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
2576,48, Private,207946,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, United-States, <=50K
2578,47, Private,188330,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, <=50K
2579,52, Private,147629,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
2580,40, Private,153799,2, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
2581,28, Private,203776,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
2582,41, Private,168071,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
2583,57, Private,348430,2, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Portugal, <=50K
2584,51, Private,103407,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2587,33, Private,326104,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
2588,46, Private,238162,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
2589,50, Private,221336,9, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
2591,77, Self-emp-not-inc,145329,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,401,0,20, United-States, <=50K
2592,39, Private,315776,14, Never-married, Exec-managerial, Not-in-family, Black, Male,8614,0,52, United-States, >50K
2594,35, Private,325802,12, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,24, United-States, <=50K
2595,23, Private,133985,6, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
2596,37, Private,269329,11, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,45, United-States, >50K
2597,41, Private,183203,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
2598,60, Private,76127,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, >50K
2599,32, Private,195891,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States, <=50K
2600,56, Federal-gov,162137,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
2601,45, State-gov,37672,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
