,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
2646,50, Self-emp-inc,204447,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
2647,55, State-gov,199713,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
2648,48, Private,47022,9, Widowed, Handlers-cleaners, Other-relative, White, Female,0,0,48, United-States, <=50K
2649,39, Private,358753,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
2650,38, Self-emp-inc,112847,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
2651,46, Private,185041,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
2652,36, Private,288049,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
2653,48, Local-gov,144122,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
2654,54, Private,240542,10, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
2655,35, Private,187119,13, Divorced, Sales, Not-in-family, White, Female,0,1980,65, United-States, <=50K
2656,46, Private,164733,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States, <=50K
2657,58, Local-gov,44246,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
2658,42, Private,195508,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
2659,50, Federal-gov,183611,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
2660,51, Private,197163,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,2559,50, United-States, >50K
2661,36, Private,255454,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,30, United-States, <=50K
2662,28, Private,339002,9, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
2663,49, Private,165953,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, <=50K
2664,18, State-gov,30687,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
2665,33, Private,149220,11, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
2666,29, Self-emp-not-inc,77207,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
2667,28, Private,398220,3, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Mexico, <=50K
2668,36, Local-gov,293358,10, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,48, United-States, <=50K
2669,32, Private,339482,3, Separated, Farming-fishing, Other-relative, White, Male,0,0,60, Mexico, <=50K
2670,32, Private,236318,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States, <=50K
2671,33, Self-emp-not-inc,312055,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
2672,36, Private,134367,9, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
2673,35, Private,401930,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1887,42, United-States, >50K
2674,66, Local-gov,179285,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3432,0,20, United-States, <=50K
2675,45, Private,259323,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2676,31, Private,69056,9, Divorced, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
2677,51, Private,84278,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
2678,33, Private,236396,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
2679,59, Self-emp-not-inc,148526,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
2680,25, Private,53903,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2681,53, Private,121441,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
2682,18, Private,184693,10, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
2683,44, Private,32000,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, United-States, >50K
2684,19, Private,427862,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
2685,47, Private,167159,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States, <=50K
2686,60, Private,252413,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,32, United-States, >50K
2687,37, Private,211494,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
2688,47, Local-gov,173938,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
2689,40, Private,76625,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
2690,48, Self-emp-not-inc,107231,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
2691,32, Private,178615,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
2692,40, Private,240124,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
2693,43, Self-emp-not-inc,47261,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
2694,20, Private,168187,10, Never-married, Other-service, Other-relative, White, Female,4416,0,25, United-States, <=50K
2695,41, Self-emp-not-inc,226505,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
2696,43, Private,187795,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
2697,29, Private,241667,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
2698,46, Private,130364,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
2699,85, Private,98611,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, Poland, <=50K
2700,17, Private,56536,7, Never-married, Sales, Own-child, White, Female,1055,0,18, India, <=50K
2701,33, Private,229051,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States, <=50K
2702,25, Private,297154,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2407,0,40, United-States, <=50K
2703,39, Private,56118,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
2704,41, Private,166813,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
2705,42, Private,184105,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,28, United-States, <=50K
2706,53, Self-emp-inc,152810,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,45, United-States, >50K
2707,43, Private,111483,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
2708,46, Private,91608,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
2709,24, State-gov,133586,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
2710,18, Private,168740,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
2711,26, Private,164386,9, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
2712,26, Private,205109,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
2713,32, Private,157747,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
2714,27, State-gov,23740,9, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, >50K
2715,22, Private,249727,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
2716,37, Self-emp-inc,183800,12, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
2717,23, State-gov,314645,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
2718,31, Private,49325,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
2719,60, Private,74243,11, Widowed, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
2720,20, Federal-gov,55233,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
2721,53, Private,88842,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
2722,41, Federal-gov,57924,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
2723,19, Self-emp-not-inc,342384,7, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,2129,55, United-States, <=50K
2724,40, Self-emp-inc,344060,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
2725,38, Federal-gov,190174,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
2726,22, Private,410439,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
2727,17, Private,277583,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
2728,46, State-gov,30219,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,38, United-States, >50K
2729,48, Private,272778,10, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
2730,39, Private,98776,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
2731,47, Private,32509,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
2732,58, Self-emp-not-inc,31732,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
2733,35, Private,269300,9, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2734,37, Private,372525,14, Divorced, Prof-specialty, Unmarried, White, Male,0,0,48, United-States, <=50K
2735,34, Federal-gov,172716,8, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
2736,43, Private,238530,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2737,54, State-gov,93449,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
2738,30, Private,248588,8, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
2739,52, Private,310045,5, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,30, China, <=50K
2740,38, Private,257416,5, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
2741,25, Self-emp-not-inc,368115,13, Never-married, Exec-managerial, Not-in-family, White, Male,13550,0,35, United-States, >50K
2742,42, Private,118947,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
2743,62, Private,174711,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
2744,23, Private,386019,5, Never-married, Farming-fishing, Unmarried, White, Male,0,0,70, United-States, <=50K
2745,35, Private,297767,10, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2746,55, Private,286230,7, Divorced, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
2747,39, Private,382802,6, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,1590,40, United-States, <=50K
2748,19, Private,376540,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
2749,36, Private,408229,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
2750,44, Private,214415,10, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
2751,47, Local-gov,128401,16, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
2752,68, Self-emp-not-inc,234859,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
2753,53, Self-emp-not-inc,101432,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
2754,21, Private,417668,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States, <=50K
2755,21, Private,286824,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
2756,20, Private,190772,12, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
2757,40, Self-emp-inc,92036,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2758,39, State-gov,122353,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
2759,41, Private,187881,10, Married-civ-spouse, Sales, Husband, White, Male,3942,0,40, United-States, <=50K
2760,37, Private,143058,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2761,25, Private,114838,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, Italy, <=50K
2762,34, Private,217460,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
2763,64, Private,169482,10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
2764,60, Self-emp-not-inc,220342,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
2765,40, Private,31621,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
2766,43, Private,347653,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
2767,24, Private,278130,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
2768,35, Private,175614,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
2769,24, Private,127753,8, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
2770,27, Private,68037,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
2771,47, Private,47496,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, <=50K
2772,32, Private,160634,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
2773,51, Private,209912,13, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
2774,47, Private,98012,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States, >50K
2775,27, Private,501172,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
2776,25, Private,323545,9, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2777,27, Private,152951,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2778,64, Self-emp-inc,142166,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
2779,26, Private,105787,9, Never-married, Craft-repair, Own-child, White, Male,0,0,36, United-States, <=50K
2780,40, Private,346847,11, Separated, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
2781,23, Private,50953,10, Never-married, Priv-house-serv, Own-child, White, Female,0,0,10, United-States, <=50K
2782,21, Private,347292,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2783,30, Private,19302,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
2784,39, Private,301568,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
2785,63, Private,113756,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
2786,49, Local-gov,215895,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy, >50K
2787,37, Private,252947,13, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,1719,32, United-States, <=50K
2788,36, Private,179488,10, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Canada, <=50K
2789,38, Private,85244,13, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2790,62, State-gov,199198,11, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
2791,30, Private,328242,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
2792,25, Private,338013,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
2793,34, Private,176117,10, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
2794,28, Private,183780,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States, <=50K
2795,28, Private,131298,9, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
2796,24, Private,86745,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
2797,38, Private,296212,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
2798,39, Self-emp-inc,189092,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
2799,35, Private,316141,10, Divorced, Prof-specialty, Unmarried, White, Female,7443,0,40, United-States, <=50K
2800,26, Private,159732,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States, <=50K
2801,23, Private,38151,7, Never-married, Other-service, Other-relative, White, Male,0,0,40, Philippines, <=50K
2802,37, Private,910398,13, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2803,21, Private,275395,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
2804,30, Private,251120,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
2805,30, Private,348592,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, <=50K
2806,64, Local-gov,113324,9, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
2807,43, Private,331894,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
2808,50, Federal-gov,69345,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
2809,41, Private,294270,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
2810,35, Private,189922,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2811,20, Private,170800,10, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
2812,42, Private,258589,9, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
2813,63, Private,174826,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
2814,28, Private,212640,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,85, United-States, <=50K
2815,25, Private,479765,4, Never-married, Sales, Other-relative, White, Male,0,0,45, Guatemala, <=50K
2816,55, Private,190514,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,75, United-States, <=50K
2817,26, Private,153434,9, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
2818,40, Private,141583,6, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
2819,52, Federal-gov,312500,11, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
2820,41, State-gov,48997,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
2821,28, Local-gov,180271,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, >50K
2822,38, Self-emp-inc,159179,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
2823,47, Private,316101,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2824,31, Private,433788,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
2825,28, Self-emp-not-inc,209934,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, Mexico, <=50K
2826,37, Private,344480,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
2827,55, Private,249072,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
2828,36, Self-emp-not-inc,186035,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
2829,49, Local-gov,186539,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
2830,26, Private,357933,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
2831,41, Private,89226,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2832,17, Private,33138,8, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
2833,48, Private,50880,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
2834,39, Federal-gov,103984,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
2835,32, State-gov,542265,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2836,51, Private,146767,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
2837,61, Private,229744,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
2838,28, Private,189346,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
2839,46, Private,102771,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States, >50K
2840,36, Self-emp-inc,180477,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
2841,33, Private,126950,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
2842,46, Local-gov,144531,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
2843,39, Private,188038,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
2844,73, Private,147551,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2174,50, United-States, >50K
2845,39, Private,211440,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, >50K
2846,32, State-gov,169583,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
2847,37, Federal-gov,45937,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
2848,59, Local-gov,161944,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
2849,56, Local-gov,305767,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
2850,34, Private,302770,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
2851,45, Private,190482,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
2852,44, Private,228057,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
2853,18, Private,378707,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
2854,45, Self-emp-not-inc,32172,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
2855,40, Private,168071,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
2856,30, State-gov,23037,10, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,84, United-States, <=50K
2857,24, Private,448026,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
2858,24, Private,220993,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
2859,47, Self-emp-not-inc,159869,16, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
2860,40, Private,214010,13, Never-married, Other-service, Not-in-family, White, Male,0,0,37, United-States, <=50K
2861,23, Private,181820,9, Separated, Craft-repair, Own-child, White, Male,0,0,53, United-States, <=50K
2862,48, Private,108699,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2863,25, Private,213412,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
2864,47, Private,88564,3, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
2865,46, Private,109209,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
2866,31, Private,111567,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
2867,70, Private,90245,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,5, United-States, <=50K
2868,34, Private,195136,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,40, United-States, >50K
2869,46, Private,186078,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
2870,43, Private,185057,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, >50K
2871,56, Private,357118,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
2872,18, Private,100875,7, Never-married, Other-service, Unmarried, White, Female,0,0,28, United-States, <=50K
2873,44, Self-emp-not-inc,35166,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,90, United-States, <=50K
2874,24, Private,254767,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,2105,0,50, United-States, <=50K
2875,27, Private,61580,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
2876,44, Private,215304,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
2877,46, Private,102318,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
2878,17, Private,65368,7, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
2879,51, Private,152810,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
2880,67, Self-emp-not-inc,45814,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
2881,33, Private,135312,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
2882,23, Private,145651,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
2883,39, Private,167140,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
2884,29, State-gov,201556,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
2885,37, Private,105803,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,45, United-States, >50K
2886,61, Private,51170,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
2887,27, Self-emp-not-inc,120126,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
2888,52, Private,81859,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
2889,37, Self-emp-not-inc,149230,11, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
2890,24, Private,216867,6, Never-married, Other-service, Other-relative, White, Male,0,0,30, Mexico, <=50K
2891,43, State-gov,144811,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
2892,33, Private,203488,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
2893,62, Self-emp-not-inc,226546,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States, <=50K
2894,26, Private,49092,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2895,33, Private,258932,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
2896,31, Private,226443,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
2897,63, Self-emp-not-inc,125178,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
2898,26, Private,343506,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
2899,54, Local-gov,365049,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
2900,44, Private,159960,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
2901,54, Private,217718,3, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,30, Haiti, <=50K
